Time-Year,Time-Date,Ticker,AAPL,CDW,CTRX,FB,GOOG,GOOGL,INTC,MSFT,MU,QCOM,STX,TECD,TXN,WDC
2014,2014-06-24,,104.34,173.81,112.85,171.91,101.10,180.91,118.09,141.44,428.19,122.22,235.47,112.71,156.26,235.70
2014,2014-06-25,,104.42,176.33,111.95,176.41,103.62,185.14,119.58,142.40,426.09,121.09,238.76,113.98,157.32,240.19
2014,2014-06-26,,105.05,175.40,113.41,175.60,103.14,184.77,119.18,141.34,421.61,122.20,238.50,115.11,156.49,240.06
2014,2014-06-27,,106.30,173.37,112.77,176.82,103.36,185.06,119.77,143.12,415.15,122.55,239.36,115.20,156.39,242.71
2014,2014-06-30,,107.40,174.46,112.80,176.01,103.01,184.74,119.65,141.27,434.12,122.88,238.97,117.03,156.49,241.13
2014,2014-07-01,,108.08,175.40,113.38,178.03,104.34,186.90,119.93,141.85,447.69,123.69,247.61,119.04,158.81,246.77
2014,2014-07-02,,108.04,177.05,113.54,173.82,104.28,186.67,119.93,141.96,444.80,124.38,248.25,118.98,158.85,250.60
2014,2014-07-03,,108.67,177.87,114.05,173.40,104.70,187.40,120.56,141.61,444.40,125.66,249.23,121.25,160.31,252.20
2014,2014-07-07,,110.91,172.71,112.59,170.78,104.26,186.67,120.13,142.26,432.94,125.39,247.95,120.93,160.21,250.10
2014,2014-07-08,,110.19,173.48,111.65,164.16,102.26,182.76,119.22,141.54,436.50,125.12,246.84,120.65,159.97,246.51
2014,2014-07-09,,110.24,175.18,110.96,169.95,103.16,184.33,119.62,141.17,433.33,125.31,245.94,120.01,161.37,246.35
2014,2014-07-10,,109.83,174.52,110.50,169.68,102.26,183.28,121.03,141.23,431.75,124.78,247.39,118.16,160.47,249.27
2014,2014-07-11,,110.04,172.27,112.90,173.53,103.71,185.37,120.99,142.61,432.15,123.49,250.00,116.87,161.40,255.43
2014,2014-07-14,,111.47,172.38,112.95,177.61,104.73,187.77,121.93,142.78,442.56,123.36,250.94,117.11,160.21,257.16
2014,2014-07-15,,110.16,170.57,112.72,175.70,104.71,187.39,122.79,143.81,448.22,123.24,251.03,116.77,159.34,257.87
2014,2014-07-16,,109.53,171.55,113.82,176.98,104.33,186.62,134.17,149.33,456.39,123.52,257.86,120.40,160.64,264.45
2014,2014-07-17,,107.58,170.79,112.41,173.71,102.73,183.53,130.48,150.87,435.44,121.18,250.17,119.41,157.68,256.43
2014,2014-07-18,,109.13,171.17,112.46,178.97,106.56,191.20,130.48,151.39,436.76,123.16,247.26,120.39,159.87,259.84
2014,2014-07-21,,108.56,170.29,112.90,181.53,105.55,189.09,131.86,151.90,435.70,123.60,246.37,121.10,161.04,258.71
2014,2014-07-22,,109.46,170.57,114.07,181.19,106.50,190.71,134.68,151.87,443.08,126.49,249.15,121.71,160.87,261.67
2014,2014-07-23,,112.32,170.62,114.41,186.48,106.72,191.23,133.58,152.01,443.74,126.60,248.93,121.17,157.85,260.20
2014,2014-07-24,,112.13,171.50,114.15,196.13,106.25,190.54,132.60,150.43,446.38,118.17,250.56,120.97,156.72,260.20
2014,2014-07-25,,112.88,169.74,114.30,196.68,105.47,188.98,132.60,150.77,440.32,118.06,250.21,119.81,153.34,259.58
2014,2014-07-28,,114.43,169.69,114.10,195.97,105.76,189.28,132.52,148.95,421.34,117.64,248.68,119.69,155.06,263.38
2014,2014-07-29,,113.69,170.35,115.30,192.81,104.86,187.67,132.37,148.68,423.32,116.84,249.79,119.00,154.13,263.33
2014,2014-07-30,,113.43,171.17,117.32,195.34,105.19,188.14,132.99,147.65,428.59,117.97,252.69,119.99,155.66,264.30
2014,2014-07-31,,110.49,169.08,116.19,190.03,102.35,183.12,131.23,146.21,402.50,114.37,246.45,117.54,152.44,260.97
2014,2014-08-01,,111.09,169.58,114.66,189.28,101.36,181.24,130.64,145.21,409.62,112.55,244.70,117.02,152.41,262.04
2014,2014-08-04,,110.47,168.26,110.88,192.28,102.63,183.98,131.82,146.93,417.52,113.65,246.88,117.32,152.87,266.74
2014,2014-08-05,,109.93,169.80,111.03,190.14,101.18,181.10,127.93,145.93,409.62,112.87,241.32,116.40,151.58,265.56
2014,2014-08-06,,109.74,170.29,111.52,189.56,101.42,181.52,128.05,144.80,404.22,113.09,241.28,116.14,152.17,266.16
2014,2014-08-07,,109.73,167.71,112.26,191.39,100.88,180.68,127.38,146.45,391.04,112.46,240.85,115.09,150.51,265.42
2014,2014-08-08,,110.03,168.86,114.13,191.11,101.85,182.62,127.07,146.35,395.78,114.62,241.41,115.37,152.70,264.64
2014,2014-08-11,,111.49,169.91,115.12,192.10,101.69,182.40,128.68,146.35,405.01,115.94,241.54,116.59,153.24,263.72
2014,2014-08-12,,111.47,171.11,113.87,190.50,100.76,180.78,129.11,147.44,404.48,115.02,240.68,116.21,153.80,259.97
2014,2014-08-13,,112.94,173.15,114.71,192.96,102.92,184.71,132.91,149.33,413.44,115.58,245.47,117.80,155.16,262.30
2014,2014-08-14,,113.24,174.79,116.45,194.35,102.90,184.74,132.29,149.98,408.96,115.99,247.44,118.44,155.76,262.20
2014,2014-08-15,,113.80,175.51,116.99,192.60,102.69,184.44,133.19,151.73,414.89,115.44,248.93,119.51,156.75,262.88
2014,2014-08-18,,115.16,178.91,118.39,195.11,104.24,187.28,134.13,152.83,422.13,116.40,250.94,120.87,156.75,263.46
2014,2014-08-19,,116.76,180.62,119.59,196.94,105.09,188.67,133.86,154.55,426.88,116.55,252.52,122.15,157.19,261.28
2014,2014-08-20,,116.81,180.07,120.77,195.68,104.66,188.14,134.48,153.24,438.74,118.59,253.50,122.84,157.78,261.88
2014,2014-08-21,,116.82,181.71,120.69,195.06,104.46,187.19,136.99,154.17,437.29,119.10,256.07,124.11,158.75,263.09
2014,2014-08-22,,117.67,181.49,120.18,195.06,104.32,187.23,136.17,153.93,438.60,119.17,255.81,123.27,158.25,263.85
2014,2014-08-25,,117.93,182.15,120.31,196.23,103.89,186.61,135.66,154.00,437.55,118.83,258.29,124.09,156.12,266.24
2014,2014-08-26,,117.17,183.47,121.25,198.69,103.47,185.83,135.62,153.45,433.20,119.47,257.05,124.24,156.52,266.34
2014,2014-08-27,,118.62,182.87,120.64,195.21,102.25,184.21,135.58,152.97,434.65,119.41,259.23,125.63,157.48,268.34
2014,2014-08-28,,118.76,180.56,120.13,193.20,101.92,183.37,135.03,153.00,432.28,118.44,263.08,125.05,158.25,266.66
2014,2014-08-29,,119.05,181.05,120.36,195.71,102.35,184.01,136.09,154.89,429.51,118.72,265.17,126.36,158.78,269.12
2014,2014-09-02,,119.97,181.60,121.25,200.58,103.38,185.99,134.72,153.72,415.15,117.09,261.97,130.14,157.88,266.47
2014,2014-09-03,,114.91,173.64,122.58,198.35,103.49,186.27,134.72,153.28,417.39,116.82,261.45,130.31,159.34,265.79
2014,2014-09-04,,113.96,171.94,121.51,198.67,104.21,187.42,136.05,154.31,423.19,117.17,258.29,127.99,159.01,263.75
2014,2014-09-05,,114.94,173.48,124.29,202.09,104.95,188.88,136.41,156.50,433.99,118.26,259.83,126.66,160.11,263.67
2014,2014-09-08,,114.24,173.37,124.96,203.74,105.60,190.10,137.70,158.42,436.63,118.41,259.70,126.06,159.81,262.41
2014,2014-09-09,,113.81,172.21,123.88,200.55,104.04,187.05,136.05,159.42,421.34,118.31,257.74,126.04,159.11,260.86
2014,2014-09-10,,117.30,171.88,123.04,202.54,104.41,187.51,136.48,159.69,422.79,118.45,259.57,126.60,158.15,260.97
2014,2014-09-11,,117.80,171.17,122.30,203.82,104.10,186.78,136.48,160.24,422.13,118.74,257.91,127.74,158.68,261.41
2014,2014-09-12,,118.07,171.99,122.43,202.67,103.07,184.81,134.92,159.21,415.42,117.51,258.50,126.53,157.62,260.97
2014,2014-09-15,,118.03,168.92,121.20,195.08,102.62,183.78,134.64,157.63,395.52,117.12,249.32,125.07,156.85,254.85
2014,2014-09-16,,117.14,169.91,121.35,199.01,103.85,186.04,136.13,159.42,414.36,118.11,251.07,126.08,157.92,256.30
2014,2014-09-17,,117.98,171.72,119.11,199.92,104.71,187.47,136.33,158.59,421.34,118.30,249.91,126.32,159.41,255.56
2014,2014-09-18,,118.22,174.14,119.26,201.41,105.52,188.72,137.07,159.14,427.93,119.25,253.33,126.94,161.43,260.15
2014,2014-09-19,,117.25,174.30,117.01,203.79,106.74,191.29,135.70,161.99,416.73,117.83,247.09,124.60,160.67,257.40
2014,2014-09-22,,117.37,171.55,114.07,200.89,105.18,188.72,135.27,160.45,403.16,119.02,244.06,120.63,160.37,256.56
2014,2014-09-23,,119.21,167.11,112.26,204.79,104.06,186.80,134.17,158.73,411.07,118.30,240.64,119.51,160.37,253.46
2014,2014-09-24,,118.17,169.74,111.42,205.44,105.29,189.09,135.43,160.48,424.51,118.94,243.38,119.51,160.87,256.95
2014,2014-09-25,,113.67,166.28,110.27,201.99,102.97,184.92,133.07,156.95,417.65,116.71,238.38,116.15,158.65,251.29
2014,2014-09-26,,117.02,167.55,110.70,206.09,103.34,185.76,133.54,158.22,445.72,117.09,240.56,114.15,159.28,254.17
2014,2014-09-29,,116.27,167.98,109.02,206.64,103.21,185.73,136.01,158.32,454.55,116.73,242.61,111.96,159.04,251.44
2014,2014-09-30,,117.02,170.18,107.66,206.75,103.38,185.92,135.70,158.04,451.38,116.65,242.65,110.18,157.19,254.25
2014,2014-10-01,,115.19,166.39,106.95,200.24,101.76,183.15,132.48,156.47,441.37,115.25,233.38,105.71,154.50,248.11
2014,2014-10-02,,116.03,164.96,108.20,201.62,102.08,183.54,130.64,155.99,445.45,114.91,235.26,105.97,154.36,249.50
2014,2014-10-03,,115.70,168.37,108.61,202.56,103.01,185.24,132.64,157.12,447.17,116.77,237.61,106.65,154.30,250.26
2014,2014-10-06,,115.70,167.55,107.41,202.88,103.38,185.72,132.95,157.12,429.12,116.57,237.95,107.13,153.67,248.43
2014,2014-10-07,,114.69,165.18,106.33,199.56,100.95,181.40,130.44,155.20,419.89,114.67,234.10,105.39,151.64,244.78
2014,2014-10-08,,117.07,165.29,108.71,202.77,102.51,184.45,133.58,159.49,425.82,117.29,241.79,106.51,154.70,250.94
2014,2014-10-09,,117.32,163.32,105.85,198.56,100.43,180.36,131.03,156.30,403.69,115.57,238.25,103.93,151.68,244.99
2014,2014-10-10,,117.00,158.98,104.65,190.71,97.50,175.43,124.36,150.09,366.14,111.11,232.78,101.20,140.86,237.30
2014,2014-10-13,,115.92,155.41,104.85,190.92,95.48,172.13,122.64,148.82,356.13,110.31,224.49,100.06,138.20,226.84
2014,2014-10-14,,114.69,155.74,103.91,192.49,96.33,173.37,125.26,149.09,360.87,112.10,222.69,100.77,139.43,225.26
2014,2014-10-15,,113.29,155.79,102.50,191.50,94.91,170.86,121.93,147.34,362.85,111.08,220.17,101.07,140.92,223.24
2014,2014-10-16,,111.79,154.81,102.20,189.98,93.92,169.65,120.24,145.69,372.86,110.98,221.97,101.63,143.64,224.50
2014,2014-10-17,,113.44,159.20,102.09,198.67,91.53,165.25,122.32,148.75,379.05,112.99,224.36,103.33,143.91,227.81
2014,2014-10-20,,115.86,158.65,102.99,201.28,93.26,168.22,123.07,150.26,391.17,114.29,228.16,103.87,146.37,230.40
2014,2014-10-21,,119.01,163.26,106.46,205.83,94.28,170.00,127.11,153.00,410.94,116.99,233.93,106.10,154.13,237.88
2014,2014-10-22,,119.62,161.78,105.34,205.00,95.39,171.48,125.77,151.29,402.77,115.91,230.00,104.77,153.63,234.18
2014,2014-10-23,,121.75,163.76,106.62,209.36,97.41,174.94,127.42,153.48,406.98,117.21,239.49,106.29,154.90,237.64
2014,2014-10-24,,122.21,164.20,109.32,211.01,96.66,173.44,129.31,157.26,409.22,118.56,247.31,107.84,156.79,240.50
2014,2014-10-27,,122.08,163.70,108.43,209.99,96.83,173.75,129.38,156.50,425.56,118.31,248.89,107.19,158.02,243.84
2014,2014-10-28,,123.97,166.28,109.12,211.27,98.29,176.61,131.50,158.49,429.64,119.46,252.01,109.85,159.84,244.18
2014,2014-10-29,,124.67,164.42,107.59,198.43,98.37,176.46,132.21,158.94,425.30,119.94,255.21,109.40,160.40,251.29
2014,2014-10-30,,124.25,165.13,121.43,193.85,98.54,177.03,126.99,156.98,419.24,120.70,254.87,108.50,157.75,249.71
2014,2014-10-31,,125.43,169.03,121.76,196.15,100.11,179.43,132.56,160.07,435.97,122.47,266.24,111.79,164.82,258.05
2014,2014-11-03,,127.06,170.24,121.10,193.25,99.42,178.14,133.74,161.72,441.50,122.06,271.92,113.12,166.21,264.30
2014,2014-11-04,,126.13,170.13,120.79,198.17,99.22,178.27,134.64,162.16,439.66,120.29,270.73,114.55,167.28,262.33
2014,2014-11-05,,126.43,171.72,122.09,195.74,97.75,175.67,132.44,163.16,444.14,120.43,270.13,115.52,169.70,265.69
2014,2014-11-06,,126.79,177.98,123.09,196.86,97.06,174.32,132.68,166.00,439.39,110.11,267.22,115.69,168.97,256.74
2014,2014-11-07,,127.16,178.58,122.12,197.75,96.88,174.36,131.74,165.93,434.91,108.05,263.08,115.05,168.93,256.30
2014,2014-11-10,,126.95,179.46,122.66,196.18,98.04,176.39,130.48,166.66,435.97,108.21,263.97,115.48,171.13,256.14
2014,2014-11-11,,127.96,178.58,122.78,195.16,98.54,177.35,130.68,166.59,437.42,108.65,264.15,115.71,170.33,254.33
2014,2014-11-12,,129.77,177.92,123.68,195.45,98.00,176.39,130.95,166.28,433.60,109.65,266.32,116.74,170.20,256.11
2014,2014-11-13,,131.60,178.47,123.19,194.22,97.66,175.82,132.13,169.13,433.99,110.21,265.43,115.57,169.86,256.64
2014,2014-11-14,,133.19,180.56,123.73,195.87,97.48,175.43,133.19,169.02,429.78,110.53,268.68,115.93,171.36,258.16
2014,2014-11-17,,132.96,180.12,125.24,194.19,96.07,172.72,134.33,168.61,425.43,109.82,273.46,115.11,171.09,258.50
2014,2014-11-18,,134.69,182.15,125.72,194.45,95.80,172.05,136.17,167.20,433.07,112.33,276.28,116.01,172.05,263.35
2014,2014-11-19,,133.76,180.29,126.13,191.81,96.16,172.90,134.76,165.42,434.26,109.93,276.15,115.13,172.39,262.09
2014,2014-11-20,,135.67,180.34,126.72,192.52,95.77,171.81,141.04,167.07,437.55,110.31,280.09,114.66,173.35,266.97
2014,2014-11-21,,135.86,184.02,126.82,192.91,96.25,172.49,139.62,164.60,451.91,111.49,277.52,116.96,174.44,266.79
2014,2014-11-24,,138.38,191.71,126.44,193.59,96.56,172.99,142.21,163.26,457.58,111.83,282.18,117.24,175.41,269.57
2014,2014-11-25,,137.17,191.76,126.05,197.83,96.89,173.54,142.49,162.85,458.50,112.74,282.01,118.59,174.05,269.23
2014,2014-11-26,,138.81,192.64,128.63,203.03,96.76,173.07,144.76,163.81,469.30,113.38,281.41,116.15,180.32,271.96
2014,2014-11-28,,138.73,192.64,130.11,203.24,97.02,173.50,146.14,164.01,473.65,114.39,282.52,116.68,180.62,270.91
2014,2014-12-01,,134.22,189.07,130.29,196.44,95.58,170.52,145.82,166.79,461.00,112.65,281.79,115.87,180.05,267.97
2014,2014-12-02,,133.71,188.85,130.19,197.38,95.58,170.18,147.51,166.24,469.04,115.05,288.63,115.80,181.08,269.46
2014,2014-12-03,,135.23,184.40,130.65,195.87,95.14,169.67,146.84,164.94,475.63,116.70,285.68,117.95,184.60,270.57
2014,2014-12-04,,134.71,187.48,129.55,196.81,96.21,171.44,146.96,167.55,475.23,115.08,282.44,116.94,183.90,272.09
